"ec_clean_tenant_id"|"ec_lotting_attribute_name"|"ec_lotting_attribute_value"|"ec_lotting_attribute_priority"|"itm_nbr_sus_itm"|"material_number_sap_dim_mtrl"|"usf_product_number_usf_integrated_product_master "
0p0FZ1K|Packed In|NOT APPLICABLE|05|1929769|1929769|
0p0FZ1K|Processing Style|CHOPPED|06|1929769|1929769|
0p0FZ1K|Process Dimension|NOT APPLICABLE|07|1929769|1929769|
0p0FZ1K|Product Size|NOT APPLICABLE|08|1929769|1929769|
0p0FZ1K|Seasoning/Flavor Profile|NOT APPLICABLE|09|1929769|1929769|
0p0FZ1K|Growing Area|NOT APPLICABLE|10|1929769|1929769|
0p0FZ1K|Growing Practices|TRADITIONAL|11|1929769|1929769|
0p0FZ1K|Packaging|CARTON BULK|12|1929769|1929769|
0qQbHWA|Commodity Type|GARLIC|01|2465301||
0qQbHWA|Primary Variety|NOT APPLICABLE|02|2465301||
0qQbHWA|Color|NOT APPLICABLE|03|2465301||
0qQbHWA|Preparation|NOT APPLICABLE|04|2465301||
0qQbHWA|Packed In|NOT APPLICABLE|05|2465301||
0qQbHWA|Processing Style|SLIVER|06|2465301||
0qQbHWA|Process Dimension|NOT APPLICABLE|07|2465301||
0qQbHWA|Product Size|NOT APPLICABLE|08|2465301||
0qQbHWA|Seasoning/Flavor Profile|NOT APPLICABLE|09|2465301||
0qQbHWA|Growing Area|NOT APPLICABLE|10|2465301||
0qQbHWA|Growing Practices|TRADITIONAL|11|2465301||
0qQbHWA|Packaging|CARTON JAR|12|2465301||
0pAaPV0|Commodity Type|GINGER|01|1158211|1158211|
0pAaPV0|Primary Variety|NOT APPLICABLE|02|1158211|1158211|
0pAaPV0|Color|NOT APPLICABLE|03|1158211|1158211|
0pAaPV0|Preparation|FRESH|04|1158211|1158211|
0pAaPV0|Packed In|NOT APPLICABLE|05|1158211|1158211|
0pAaPV0|Processing Style|NOT APPLICABLE|06|1158211|1158211|
0pAaPV0|Process Dimension|NOT APPLICABLE|07|1158211|1158211|
0pAaPV0|Product Size|NOT APPLICABLE|08|1158211|1158211|
0pAaPV0|Seasoning/Flavor Profile|NOT APPLICABLE|09|1158211|1158211|
0pAaPV0|Growing Area|NOT APPLICABLE|10|1158211|1158211|
0pAaPV0|Growing Practices|TRADITIONAL|11|1158211|1158211|
0pAaPV0|Packaging|CARTON JAR|12|1158211|1158211|
0wNrlRu|Commodity Type|GARLIC|01|7342090||
0wNrlRu|Primary Variety|NOT APPLICABLE|02|7342090||
0wNrlRu|Color|NOT APPLICABLE|03|7342090||
0wNrlRu|Preparation|FRESH|04|7342090||
0wNrlRu|Packed In|NOT APPLICABLE|05|7342090||
0wNrlRu|Processing Style|NOT APPLICABLE|06|7342090||
0wNrlRu|Process Dimension|NOT APPLICABLE|07|7342090||
0wNrlRu|Product Size|COLOSSAL|08|7342090||
0wNrlRu|Seasoning/Flavor Profile|NOT APPLICABLE|09|7342090||
0wNrlRu|Growing Area|NOT APPLICABLE|10|7342090||
0wNrlRu|Growing Practices|TRADITIONAL|11|7342090||
0wNrlRu|Packaging|CARTON BULK|12|7342090||
0rBeMac|Commodity Type|GARLIC|01|3020573||
0rBeMac|Primary Variety|NOT APPLICABLE|02|3020573||
0rBeMac|Color|NOT APPLICABLE|03|3020573||
0rBeMac|Preparation|NOT APPLICABLE|04|3020573||
0rBeMac|Packed In|NOT APPLICABLE|05|3020573||
0rBeMac|Processing Style|NOT APPLICABLE|06|3020573||
0rBeMac|Process Dimension|NOT APPLICABLE|07|3020573||
0rBeMac|Product Size|NOT APPLICABLE|08|3020573||
0rBeMac|Seasoning/Flavor Profile|NOT APPLICABLE|09|3020573||
0rBeMac|Growing Area|NOT APPLICABLE|10|3020573||
0rBeMac|Growing Practices|ORGANIC|11|3020573||
0rBeMac|Packaging|CARTON BAG|12|3020573||
0tuMy4k|Commodity Type|GARLIC|01|0404127||
0tuMy4k|Primary Variety|NOT APPLICABLE|02|0404127||
0tuMy4k|Color|NOT APPLICABLE|03|0404127||
0tuMy4k|Preparation|NOT APPLICABLE|04|0404127||
0tuMy4k|Packed In|NOT APPLICABLE|05|0404127||
0tuMy4k|Processing Style|PEELED|06|0404127||
0tuMy4k|Process Dimension|NOT APPLICABLE|07|0404127||
0tuMy4k|Product Size|NOT APPLICABLE|08|0404127||
0tuMy4k|Seasoning/Flavor Profile|ZESTY|09|0404127||
0tuMy4k|Growing Area|NOT APPLICABLE|10|0404127||
0tuMy4k|Growing Practices|TRADITIONAL|11|0404127||
0tuMy4k|Packaging|CARTON BULK|12|0404127||
0pAmROA|Commodity Type|GARLIC|01|1048164|1048164|
0pAmROA|Primary Variety|NOT APPLICABLE|02|1048164|1048164|
0pAmROA|Color|NOT APPLICABLE|03|1048164|1048164|
0pAmROA|Preparation|FRESH|04|1048164|1048164|
0pAmROA|Packed In|NOT APPLICABLE|05|1048164|1048164|
0pAmROA|Processing Style|NOT APPLICABLE|06|1048164|1048164|
0pAmROA|Process Dimension|NOT APPLICABLE|07|1048164|1048164|
0pAmROA|Product Size|LARGE|08|1048164|1048164|
0pAmROA|Seasoning/Flavor Profile|NOT APPLICABLE|09|1048164|1048164|
0pAmROA|Growing Area|NOT APPLICABLE|10|1048164|1048164|
0pAmROA|Growing Practices|TRADITIONAL|11|1048164|1048164|
0pAmROA|Packaging|CARTON BULK|12|1048164|1048164|
0oEhPQE|Commodity Type|GARLIC|01|1055428|1055428|
0oEhPQE|Primary Variety|NOT APPLICABLE|02|1055428|1055428|
0oEhPQE|Color|NOT APPLICABLE|03|1055428|1055428|
0oEhPQE|Preparation|FRESH|04|1055428|1055428|
0oEhPQE|Packed In|NOT APPLICABLE|05|1055428|1055428|
0oEhPQE|Processing Style|CHOPPED|06|1055428|1055428|
0oEhPQE|Process Dimension|NOT APPLICABLE|07|1055428|1055428|
0oEhPQE|Product Size|NOT APPLICABLE|08|1055428|1055428|
0oEhPQE|Seasoning/Flavor Profile|NOT APPLICABLE|09|1055428|1055428|
0oEhPQE|Growing Area|NOT APPLICABLE|10|1055428|1055428|
0oEhPQE|Growing Practices|TRADITIONAL|11|1055428|1055428|
0oEhPQE|Packaging|CARTON BULK|12|1055428|1055428|
0p97K34|Commodity Type|GINGER|01|1008770|1008770|
0p97K34|Primary Variety|ROOT|02|1008770|1008770|
0p97K34|Color|NOT APPLICABLE|03|1008770|1008770|
0p97K34|Preparation|FRESH|04|1008770|1008770|
0p97K34|Packed In|NOT APPLICABLE|05|1008770|1008770|
0p97K34|Processing Style|NOT APPLICABLE|06|1008770|1008770|
0p97K34|Process Dimension|NOT APPLICABLE|07|1008770|1008770|
0p97K34|Product Size|NOT APPLICABLE|08|1008770|1008770|
0p97K34|Seasoning/Flavor Profile|NOT APPLICABLE|09|1008770|1008770|
0p97K34|Growing Area|NOT APPLICABLE|10|1008770|1008770|
0p97K34|Growing Practices|TRADITIONAL|11|1008770|1008770|
0p97K34|Packaging|CARTON JAR|12|1008770|1008770|
0udq9ji|Commodity Type|GARLIC|01|1350776||
0udq9ji|Primary Variety|NOT APPLICABLE|02|1350776||
0udq9ji|Color|NOT APPLICABLE|03|1350776||
0udq9ji|Preparation|FRESH|04|1350776||
0udq9ji|Packed In|NOT APPLICABLE|05|1350776||
0udq9ji|Processing Style|PEELED|06|1350776||
0udq9ji|Process Dimension|NOT APPLICABLE|07|1350776||
0udq9ji|Product Size|NOT APPLICABLE|08|1350776||
0udq9ji|Seasoning/Flavor Profile|NOT APPLICABLE|09|1350776||
0udq9ji|Growing Area|NOT APPLICABLE|10|1350776||
0udq9ji|Growing Practices|TRADITIONAL|11|1350776||
0udq9ji|Packaging|CARTON JAR|12|1350776||
0oQznWA|Commodity Type|SHALLOT|01|1008580|1008580|
0oQznWA|Primary Variety|NOT APPLICABLE|02|1008580|1008580|
0oQznWA|Color|NOT APPLICABLE|03|1008580|1008580|
0oQznWA|Preparation|DRIED|04|1008580|1008580|
0oQznWA|Packed In|NOT APPLICABLE|05|1008580|1008580|
0oQznWA|Processing Style|NOT APPLICABLE|06|1008580|1008580|
0oQznWA|Process Dimension|NOT APPLICABLE|07|1008580|1008580|
0oQznWA|Product Size|NOT APPLICABLE|08|1008580|1008580|
0oQznWA|Seasoning/Flavor Profile|NOT APPLICABLE|09|1008580|1008580|
0oQznWA|Growing Area|NOT APPLICABLE|10|1008580|1008580|
0oQznWA|Growing Practices|TRADITIONAL|11|1008580|1008580|
0oQznWA|Packaging|CARTON JAR|12|1008580|1008580|
0p7pN4w|Commodity Type|SHALLOT|01|0240671|0240671|
0p7pN4w|Primary Variety|NOT APPLICABLE|02|0240671|0240671|
0p7pN4w|Color|NOT APPLICABLE|03|0240671|0240671|
0p7pN4w|Preparation|NOT APPLICABLE|04|0240671|0240671|
0p7pN4w|Packed In|NOT APPLICABLE|05|0240671|0240671|
0p7pN4w|Processing Style|CHOPPED|06|0240671|0240671|
0p7pN4w|Process Dimension|NOT APPLICABLE|07|0240671|0240671|
0p7pN4w|Product Size|NOT APPLICABLE|08|0240671|0240671|
0p7pN4w|Seasoning/Flavor Profile|NOT APPLICABLE|09|0240671|0240671|
0p7pN4w|Growing Area|NOT APPLICABLE|10|0240671|0240671|
0p7pN4w|Growing Practices|TRADITIONAL|11|0240671|0240671|
0p7pN4w|Packaging|CARTON JAR|12|0240671|0240671|
0p9mhuQ|Commodity Type|GARLIC|01|9039611|9039611|
0p9mhuQ|Primary Variety|NOT APPLICABLE|02|9039611|9039611|
0p9mhuQ|Color|NOT APPLICABLE|03|9039611|9039611|
0p9mhuQ|Preparation|NOT APPLICABLE|04|9039611|9039611|
0p9mhuQ|Packed In|NOT APPLICABLE|05|9039611|9039611|
0p9mhuQ|Processing Style|PEELED|06|9039611|9039611|
0p9mhuQ|Process Dimension|NOT APPLICABLE|07|9039611|9039611|
0p9mhuQ|Product Size|NOT APPLICABLE|08|9039611|9039611|
0p9mhuQ|Seasoning/Flavor Profile|NOT APPLICABLE|09|9039611|9039611|
0p9mhuQ|Growing Area|NOT APPLICABLE|10|9039611|9039611|
0p9mhuQ|Growing Practices|ORGANIC|11|9039611|9039611|
0p9mhuQ|Packaging|CARTON JAR|12|9039611|9039611|
0oHDFtG|Commodity Type|GARLIC|01|7421870|7421870|
0oHDFtG|Primary Variety|NOT APPLICABLE|02|7421870|7421870|
0oHDFtG|Color|BLACK|03|7421870|7421870|
0oHDFtG|Preparation|NOT APPLICABLE|04|7421870|7421870|
0oHDFtG|Packed In|NOT APPLICABLE|05|7421870|7421870|
0oHDFtG|Processing Style|BULB|06|7421870|7421870|
0oHDFtG|Process Dimension|NOT APPLICABLE|07|7421870|7421870|
0oHDFtG|Product Size|NOT APPLICABLE|08|7421870|7421870|
0oHDFtG|Seasoning/Flavor Profile|NOT APPLICABLE|09|7421870|7421870|
0oHDFtG|Growing Area|NOT APPLICABLE|10|7421870|7421870|
0oHDFtG|Growing Practices|TRADITIONAL|11|7421870|7421870|
0oHDFtG|Packaging|CARTON JAR|12|7421870|7421870|
0pozdZO|Commodity Type|GINGER|01|8309660||
0pozdZO|Primary Variety|ROOT|02|8309660||
0pozdZO|Color|NOT APPLICABLE|03|8309660||
0pozdZO|Preparation|FRESH|04|8309660||
0pozdZO|Packed In|NOT APPLICABLE|05|8309660||
0pozdZO|Processing Style|NOT APPLICABLE|06|8309660||
0pozdZO|Process Dimension|NOT APPLICABLE|07|8309660||
0pozdZO|Product Size|NOT APPLICABLE|08|8309660||
0pozdZO|Seasoning/Flavor Profile|NOT APPLICABLE|09|8309660||
0pozdZO|Growing Area|HAWAII|10|8309660||
0pozdZO|Growing Practices|TRADITIONAL|11|8309660||
0pozdZO|Packaging|CARTON JAR|12|8309660||
0pA1UHu|Commodity Type|GINGER|01|0069286|0069286|
0pA1UHu|Primary Variety|ROOT|02|0069286|0069286|
0pA1UHu|Color|NOT APPLICABLE|03|0069286|0069286|
0pA1UHu|Preparation|FRESH|04|0069286|0069286|
0pA1UHu|Packed In|NOT APPLICABLE|05|0069286|0069286|
0pA1UHu|Processing Style|MINCED|06|0069286|0069286|
0pA1UHu|Process Dimension|NOT APPLICABLE|07|0069286|0069286|
0pA1UHu|Product Size|NOT APPLICABLE|08|0069286|0069286|
0pA1UHu|Seasoning/Flavor Profile|NOT APPLICABLE|09|0069286|0069286|
0pA1UHu|Growing Area|NOT APPLICABLE|10|0069286|0069286|
0pA1UHu|Growing Practices|TRADITIONAL|11|0069286|0069286|
0pA1UHu|Packaging|CARTON BAG|12|0069286|0069286|
0p97BWY|Commodity Type|GARLIC|01|3228368|3228368|
0p97BWY|Primary Variety|NOT APPLICABLE|02|3228368|3228368|
0p97BWY|Color|NOT APPLICABLE|03|3228368|3228368|
0p97BWY|Preparation|FRESH|04|3228368|3228368|
0p97BWY|Packed In|NOT APPLICABLE|05|3228368|3228368|
0p97BWY|Processing Style|CRUSHED|06|3228368|3228368|
0p97BWY|Process Dimension|NOT APPLICABLE|07|3228368|3228368|
0p97BWY|Product Size|NOT APPLICABLE|08|3228368|3228368|
0p97BWY|Seasoning/Flavor Profile|NOT APPLICABLE|09|3228368|3228368|
0p97BWY|Growing Area|NOT APPLICABLE|10|3228368|3228368|
0p97BWY|Growing Practices|TRADITIONAL|11|3228368|3228368|
0p97BWY|Packaging|CARTON BAG|12|3228368|3228368|
0onkfCQ|Commodity Type|GARLIC|01|7304542|7304542|
0onkfCQ|Primary Variety|NOT APPLICABLE|02|7304542|7304542|
0onkfCQ|Color|NOT APPLICABLE|03|7304542|7304542|
0onkfCQ|Preparation|NOT APPLICABLE|04|7304542|7304542|
0onkfCQ|Packed In|NOT APPLICABLE|05|7304542|7304542|
0onkfCQ|Processing Style|NOT APPLICABLE|06|7304542|7304542|
0onkfCQ|Process Dimension|NOT APPLICABLE|07|7304542|7304542|
0onkfCQ|Product Size|NOT APPLICABLE|08|7304542|7304542|
0onkfCQ|Seasoning/Flavor Profile|NOT APPLICABLE|09|7304542|7304542|
0onkfCQ|Growing Area|CHINA|10|7304542|7304542|
0onkfCQ|Growing Practices|TRADITIONAL|11|7304542|7304542|
0onkfCQ|Packaging|CARTON BULK|12|7304542|7304542|
0owF34Q|Commodity Type|GARLIC|01|6879340|6879340|
0owF34Q|Primary Variety|ELEPHANT|02|6879340|6879340|
0owF34Q|Color|NOT APPLICABLE|03|6879340|6879340|
0owF34Q|Preparation|NOT APPLICABLE|04|6879340|6879340|
0owF34Q|Packed In|NOT APPLICABLE|05|6879340|6879340|
0owF34Q|Processing Style|NOT APPLICABLE|06|6879340|6879340|
0owF34Q|Process Dimension|NOT APPLICABLE|07|6879340|6879340|
0owF34Q|Product Size|NOT APPLICABLE|08|6879340|6879340|
0owF34Q|Seasoning/Flavor Profile|NOT APPLICABLE|09|6879340|6879340|
0owF34Q|Growing Area|NOT APPLICABLE|10|6879340|6879340|
0owF34Q|Growing Practices|TRADITIONAL|11|6879340|6879340|
0owF34Q|Packaging|CARTON JAR|12|6879340|6879340|
0sKxWvG|Commodity Type|GARLIC|01|3049592||
0sKxWvG|Primary Variety|NOT APPLICABLE|02|3049592||
0sKxWvG|Color|NOT APPLICABLE|03|3049592||
0sKxWvG|Preparation|ROASTED|04|3049592||
0sKxWvG|Packed In|NOT APPLICABLE|05|3049592||
0sKxWvG|Processing Style|PUREE|06|3049592||
0sKxWvG|Process Dimension|NOT APPLICABLE|07|3049592||
0sKxWvG|Product Size|NOT APPLICABLE|08|3049592||
0sKxWvG|Seasoning/Flavor Profile|NOT APPLICABLE|09|3049592||
0sKxWvG|Growing Area|NOT APPLICABLE|10|3049592||
0sKxWvG|Growing Practices|TRADITIONAL|11|3049592||
0sKxWvG|Packaging|CARTON JAR|12|3049592||
0muPBCw|Commodity Type|GARLIC|01|8493942|8493942|
0muPBCw|Primary Variety|NOT APPLICABLE|02|8493942|8493942|
0muPBCw|Color|NOT APPLICABLE|03|8493942|8493942|
0muPBCw|Preparation|NOT APPLICABLE|04|8493942|8493942|
0muPBCw|Packed In|NOT APPLICABLE|05|8493942|8493942|
0muPBCw|Processing Style|WHOLE|06|8493942|8493942|
0muPBCw|Process Dimension|NOT APPLICABLE|07|8493942|8493942|
0muPBCw|Product Size|NOT APPLICABLE|08|8493942|8493942|
0muPBCw|Seasoning/Flavor Profile|NOT APPLICABLE|09|8493942|8493942|
0muPBCw|Growing Area|NOT APPLICABLE|10|8493942|8493942|
0muPBCw|Growing Practices|TRADITIONAL|11|8493942|8493942|
0muPBCw|Packaging|CARTON BULK|12|8493942|8493942|
0tbL9jq|Commodity Type|GARLIC|01|3450129||
0tbL9jq|Primary Variety|NOT APPLICABLE|02|3450129||
0tbL9jq|Color|NOT APPLICABLE|03|3450129||
0tbL9jq|Preparation|NOT APPLICABLE|04|3450129||
0tbL9jq|Packed In|NOT APPLICABLE|05|3450129||
0tbL9jq|Processing Style|WHOLE|06|3450129||
0tbL9jq|Process Dimension|NOT APPLICABLE|07|3450129||
0tbL9jq|Product Size|NOT APPLICABLE|08|3450129||
0tbL9jq|Seasoning/Flavor Profile|NOT APPLICABLE|09|3450129||
0tbL9jq|Growing Area|NOT APPLICABLE|10|3450129||
0tbL9jq|Growing Practices|TRADITIONAL|11|3450129||
0tbL9jq|Packaging|CARTON JAR|12|3450129||
0p2EpC2|Commodity Type|GARLIC|01|1270214|1270214|
0p2EpC2|Primary Variety|NOT APPLICABLE|02|1270214|1270214|
0p2EpC2|Color|NOT APPLICABLE|03|1270214|1270214|
0p2EpC2|Preparation|FRESH|04|1270214|1270214|
0p2EpC2|Packed In|NOT APPLICABLE|05|1270214|1270214|
0p2EpC2|Processing Style|NOT APPLICABLE|06|1270214|1270214|
0p2EpC2|Process Dimension|NOT APPLICABLE|07|1270214|1270214|
0p2EpC2|Product Size|NOT APPLICABLE|08|1270214|1270214|
0p2EpC2|Seasoning/Flavor Profile|NOT APPLICABLE|09|1270214|1270214|
0p2EpC2|Growing Area|NOT APPLICABLE|10|1270214|1270214|
0p2EpC2|Growing Practices|TRADITIONAL|11|1270214|1270214|
0p2EpC2|Packaging|CARTON BULK|12|1270214|1270214|
0orGrVW|Commodity Type|GINGER|01|2458743|2458743|
0orGrVW|Primary Variety|NOT APPLICABLE|02|2458743|2458743|
0orGrVW|Color|NOT APPLICABLE|03|2458743|2458743|
0orGrVW|Preparation|FRESH|04|2458743|2458743|
0orGrVW|Packed In|NOT APPLICABLE|05|2458743|2458743|
0orGrVW|Processing Style|PEELED|06|2458743|2458743|
0orGrVW|Process Dimension|NOT APPLICABLE|07|2458743|2458743|
0orGrVW|Product Size|NOT APPLICABLE|08|2458743|2458743|
0orGrVW|Seasoning/Flavor Profile|NOT APPLICABLE|09|2458743|2458743|
0orGrVW|Growing Area|NOT APPLICABLE|10|2458743|2458743|
0orGrVW|Growing Practices|TRADITIONAL|11|2458743|2458743|
0orGrVW|Packaging|CARTON JAR|12|2458743|2458743|
0qXIMqM|Commodity Type|GINGER|01|2268514||
0qXIMqM|Primary Variety|ROOT|02|2268514||
0qXIMqM|Color|NOT APPLICABLE|03|2268514||
0qXIMqM|Preparation|NOT APPLICABLE|04|2268514||
0qXIMqM|Packed In|NOT APPLICABLE|05|2268514||
0qXIMqM|Processing Style|PUREE|06|2268514||
0qXIMqM|Process Dimension|NOT APPLICABLE|07|2268514||
0qXIMqM|Product Size|NOT APPLICABLE|08|2268514||
0qXIMqM|Seasoning/Flavor Profile|NOT APPLICABLE|09|2268514||
0qXIMqM|Growing Area|NOT APPLICABLE|10|2268514||
0qXIMqM|Growing Practices|TRADITIONAL|11|2268514||
0qXIMqM|Packaging|CARTON JAR|12|2268514||
0pAGPBu|Commodity Type|GINGER|01|1631076|1631076|
0pAGPBu|Primary Variety|ROOT|02|1631076|1631076|
0pAGPBu|Color|NOT APPLICABLE|03|1631076|1631076|
0pAGPBu|Preparation|FRESH|04|1631076|1631076|
0pAGPBu|Packed In|NOT APPLICABLE|05|1631076|1631076|
0pAGPBu|Processing Style|NOT APPLICABLE|06|1631076|1631076|
0pAGPBu|Process Dimension|NOT APPLICABLE|07|1631076|1631076|
0pAGPBu|Product Size|NOT APPLICABLE|08|1631076|1631076|
0pAGPBu|Seasoning/Flavor Profile|NOT APPLICABLE|09|1631076|1631076|
0pAGPBu|Growing Area|NOT APPLICABLE|10|1631076|1631076|
0pAGPBu|Growing Practices|TRADITIONAL|11|1631076|1631076|
0pAGPBu|Packaging|CARTON JAR|12|1631076|1631076|
0nSDVYM|Commodity Type|GARLIC|01|1429182|1429182|
0nSDVYM|Primary Variety|NOT APPLICABLE|02|1429182|1429182|
0nSDVYM|Color|NOT APPLICABLE|03|1429182|1429182|
0nSDVYM|Preparation|FRESH|04|1429182|1429182|
0nSDVYM|Packed In|NOT APPLICABLE|05|1429182|1429182|
0nSDVYM|Processing Style|BULB|06|1429182|1429182|
0nSDVYM|Process Dimension|NOT APPLICABLE|07|1429182|1429182|
0nSDVYM|Product Size|NOT APPLICABLE|08|1429182|1429182|
0nSDVYM|Seasoning/Flavor Profile|NOT APPLICABLE|09|1429182|1429182|
0nSDVYM|Growing Area|NOT APPLICABLE|10|1429182|1429182|
0nSDVYM|Growing Practices|TRADITIONAL|11|1429182|1429182|
0nSDVYM|Packaging|CARTON BULK|12|1429182|1429182|
0p6ndzi|Commodity Type|GARLIC|01|1396746|1396746|
0p6ndzi|Primary Variety|NOT APPLICABLE|02|1396746|1396746|
0p6ndzi|Color|NOT APPLICABLE|03|1396746|1396746|
0p6ndzi|Preparation|FRESH|04|1396746|1396746|
0p6ndzi|Packed In|NOT APPLICABLE|05|1396746|1396746|
0p6ndzi|Processing Style|WHOLE|06|1396746|1396746|
0p6ndzi|Process Dimension|NOT APPLICABLE|07|1396746|1396746|
0p6ndzi|Product Size|NOT APPLICABLE|08|1396746|1396746|
0p6ndzi|Seasoning/Flavor Profile|NOT APPLICABLE|09|1396746|1396746|
0p6ndzi|Growing Area|NOT APPLICABLE|10|1396746|1396746|
0p6ndzi|Growing Practices|TRADITIONAL|11|1396746|1396746|
0p6ndzi|Packaging|CARTON JAR|12|1396746|1396746|
0pA3xjC|Commodity Type|SHALLOT|01|1437565|1437565|
0pA3xjC|Primary Variety|NOT APPLICABLE|02|1437565|1437565|
0pA3xjC|Color|NOT APPLICABLE|03|1437565|1437565|
0pA3xjC|Preparation|FRESH|04|1437565|1437565|
0pA3xjC|Packed In|NOT APPLICABLE|05|1437565|1437565|
0pA3xjC|Processing Style|PEELED|06|1437565|1437565|
0pA3xjC|Process Dimension|NOT APPLICABLE|07|1437565|1437565|
0pA3xjC|Product Size|NOT APPLICABLE|08|1437565|1437565|
0pA3xjC|Seasoning/Flavor Profile|NOT APPLICABLE|09|1437565|1437565|
0pA3xjC|Growing Area|NOT APPLICABLE|10|1437565|1437565|
0pA3xjC|Growing Practices|TRADITIONAL|11|1437565|1437565|
0pA3xjC|Packaging|CARTON JAR|12|1437565|1437565|
0oWQJ7O|Commodity Type|GARLIC|01|5216223|5216223|
0oWQJ7O|Primary Variety|NOT APPLICABLE|02|5216223|5216223|
0oWQJ7O|Color|NOT APPLICABLE|03|5216223|5216223|
0oWQJ7O|Preparation|NOT APPLICABLE|04|5216223|5216223|
0oWQJ7O|Packed In|NOT APPLICABLE|05|5216223|5216223|
0oWQJ7O|Processing Style|CHOPPED|06|5216223|5216223|
0oWQJ7O|Process Dimension|NOT APPLICABLE|07|5216223|5216223|
0oWQJ7O|Product Size|NOT APPLICABLE|08|5216223|5216223|
0oWQJ7O|Seasoning/Flavor Profile|NOT APPLICABLE|09|5216223|5216223|
0oWQJ7O|Growing Area|NOT APPLICABLE|10|5216223|5216223|
0oWQJ7O|Growing Practices|TRADITIONAL|11|5216223|5216223|
0oWQJ7O|Packaging|CARTON BAG|12|5216223|5216223|
0q8aVdu|Commodity Type|GINGER|01|1188911||
0q8aVdu|Primary Variety|ROOT|02|1188911||
0q8aVdu|Color|NOT APPLICABLE|03|1188911||
0q8aVdu|Preparation|FRESH|04|1188911||
0q8aVdu|Packed In|NOT APPLICABLE|05|1188911||
0q8aVdu|Processing Style|NOT APPLICABLE|06|1188911||
0q8aVdu|Process Dimension|NOT APPLICABLE|07|1188911||
0q8aVdu|Product Size|NOT APPLICABLE|08|1188911||
0q8aVdu|Seasoning/Flavor Profile|NOT APPLICABLE|09|1188911||
0q8aVdu|Growing Area|NOT APPLICABLE|10|1188911||
0q8aVdu|Growing Practices|TRADITIONAL|11|1188911||
0q8aVdu|Packaging|CARTON JAR|12|1188911||
0oNOVny|Commodity Type|GARLIC|01|2095768|2095768|
0oNOVny|Primary Variety|NOT APPLICABLE|02|2095768|2095768|
0oNOVny|Color|NOT APPLICABLE|03|2095768|2095768|
0oNOVny|Preparation|NOT APPLICABLE|04|2095768|2095768|
0oNOVny|Packed In|OLIVE OIL|05|2095768|2095768|
0oNOVny|Processing Style|CHOPPED|06|2095768|2095768|
0oNOVny|Process Dimension|NOT APPLICABLE|07|2095768|2095768|
0oNOVny|Product Size|NOT APPLICABLE|08|2095768|2095768|
0oNOVny|Seasoning/Flavor Profile|NOT APPLICABLE|09|2095768|2095768|
0oNOVny|Growing Area|NOT APPLICABLE|10|2095768|2095768|
0oNOVny|Growing Practices|TRADITIONAL|11|2095768|2095768|
0oNOVny|Packaging|CARTON BAG|12|2095768|2095768|
0p0ztlG|Commodity Type|GARLIC|01|5324903|5324903|
0p0ztlG|Primary Variety|NOT APPLICABLE|02|5324903|5324903|
0p0ztlG|Color|NOT APPLICABLE|03|5324903|5324903|
0p0ztlG|Preparation|NOT APPLICABLE|04|5324903|5324903|
0p0ztlG|Packed In|NOT APPLICABLE|05|5324903|5324903|
0p0ztlG|Processing Style|WHOLE|06|5324903|5324903|
0p0ztlG|Process Dimension|NOT APPLICABLE|07|5324903|5324903|
0p0ztlG|Product Size|JUMBO|08|5324903|5324903|
0p0ztlG|Seasoning/Flavor Profile|NOT APPLICABLE|09|5324903|5324903|
0p0ztlG|Growing Area|NOT APPLICABLE|10|5324903|5324903|
0p0ztlG|Growing Practices|TRADITIONAL|11|5324903|5324903|
0p0ztlG|Packaging|CARTON BULK|12|5324903|5324903|
0pBmnEE|Commodity Type|SHALLOT|01|5969134|5969134|
0pBmnEE|Primary Variety|NOT APPLICABLE|02|5969134|5969134|
0pBmnEE|Color|NOT APPLICABLE|03|5969134|5969134|
0pBmnEE|Preparation|FRESH|04|5969134|5969134|
0pBmnEE|Packed In|NOT APPLICABLE|05|5969134|5969134|
0pBmnEE|Processing Style|NOT APPLICABLE|06|5969134|5969134|
0pBmnEE|Process Dimension|NOT APPLICABLE|07|5969134|5969134|
0pBmnEE|Product Size|NOT APPLICABLE|08|5969134|5969134|
0pBmnEE|Seasoning/Flavor Profile|NOT APPLICABLE|09|5969134|5969134|
0pBmnEE|Growing Area|NOT APPLICABLE|10|5969134|5969134|
0pBmnEE|Growing Practices|ORGANIC|11|5969134|5969134|
0pBmnEE|Packaging|CARTON JAR|12|5969134|5969134|
0p9LD1C|Commodity Type|GINGER|01|2753453|2753453|
0p9LD1C|Primary Variety|NOT IDENTIFIED|02|2753453|2753453|
0p9LD1C|Color|WHITE|03|2753453|2753453|
0p9LD1C|Preparation|PICKLED|04|2753453|2753453|
0p9LD1C|Packed In|NOT APPLICABLE|05|2753453|2753453|
0p9LD1C|Processing Style|NOT APPLICABLE|06|2753453|2753453|
0p9LD1C|Process Dimension|NOT APPLICABLE|07|2753453|2753453|
0p9LD1C|Product Size|NOT APPLICABLE|08|2753453|2753453|
0p9LD1C|Seasoning/Flavor Profile|NOT APPLICABLE|09|2753453|2753453|
0p9LD1C|Growing Area|NOT APPLICABLE|10|2753453|2753453|
0p9LD1C|Growing Practices|TRADITIONAL|11|2753453|2753453|
