"ec_clean_tenant_id"|"ec_lotting_attribute_name"|"ec_lotting_attribute_value"|"ec_lotting_attribute_priority"|"itm_nbr_sus_itm"|"material_number_sap_dim_mtrl"|"usf_product_number_usf_integrated_product_master "
0ogdSEA|Growing Practices|CONVENTIONAL|08|2035350|2035350|
0ogdSEA|Product Style|WHOLE FRESH|09|2035350|2035350|
0ogdSEA|Processing|NOT IDENTIFIED|10|2035350|2035350|
0ogdSEA|Skin State|SKIN-ON|11|2035350|2035350|
0ogdSEA|Core State|WITH CORE|12|2035350|2035350|
0t7elfC|Primary Variety|ANJOU|01|2542696||
0t7elfC|Sub Variety / Color|NOT IDENTIFIED|02|2542696||
0t7elfC|Product SZ Size/Count/Ripeness Designation|20 CT|03|2542696||
0t7elfC|Grade|US #1 FANCY|04|2542696||
0t7elfC|Storage Type|NOT APPLICABLE|05|2542696||
0t7elfC|Packaging|CARTON|06|2542696||
0t7elfC|Growing Area|WESTERN|07|2542696||
0t7elfC|Growing Practices|CONVENTIONAL|08|2542696||
0t7elfC|Product Style|WHOLE FRESH|09|2542696||
0t7elfC|Processing|NOT IDENTIFIED|10|2542696||
0t7elfC|Skin State|SKIN-ON|11|2542696||
0t7elfC|Core State|WITH CORE|12|2542696||
0tuDLMc|Primary Variety|RED|01|2650081||
0tuDLMc|Sub Variety / Color|RED|02|2650081||
0tuDLMc|Product SZ Size/Count/Ripeness Designation|20 CT|03|2650081||
0tuDLMc|Grade|US #1 FANCY|04|2650081||
0tuDLMc|Storage Type|NOT APPLICABLE|05|2650081||
0tuDLMc|Packaging|CARTON|06|2650081||
0tuDLMc|Growing Area|WESTERN|07|2650081||
0tuDLMc|Growing Practices|CONVENTIONAL|08|2650081||
0tuDLMc|Product Style|WHOLE FRESH|09|2650081||
0tuDLMc|Processing|NOT IDENTIFIED|10|2650081||
0tuDLMc|Skin State|SKIN-ON|11|2650081||
0tuDLMc|Core State|WITH CORE|12|2650081||
0tZlT78|Primary Variety|RED|01|1580703||
0tZlT78|Sub Variety / Color|RED|02|1580703||
0tZlT78|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|1580703||
0tZlT78|Grade|US #1 FANCY|04|1580703||
0tZlT78|Storage Type|NOT APPLICABLE|05|1580703||
0tZlT78|Packaging|CARTON|06|1580703||
0tZlT78|Growing Area|WESTERN|07|1580703||
0tZlT78|Growing Practices|CONVENTIONAL|08|1580703||
0tZlT78|Product Style|WHOLE FRESH|09|1580703||
0tZlT78|Processing|NOT IDENTIFIED|10|1580703||
0tZlT78|Skin State|SKIN-ON|11|1580703||
0tZlT78|Core State|WITH CORE|12|1580703||
0uj7jFO|Primary Variety|BARTLETT|01|0958270||
0uj7jFO|Sub Variety / Color|NOT IDENTIFIED|02|0958270||
0uj7jFO|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|0958270||
0uj7jFO|Grade|US #1 FANCY|04|0958270||
0uj7jFO|Storage Type|NOT APPLICABLE|05|0958270||
0uj7jFO|Packaging|CARTON|06|0958270||
0uj7jFO|Growing Area|WESTERN|07|0958270||
0uj7jFO|Growing Practices|CONVENTIONAL|08|0958270||
0uj7jFO|Product Style|WHOLE FRESH|09|0958270||
0uj7jFO|Processing|NOT IDENTIFIED|10|0958270||
0uj7jFO|Skin State|SKIN-ON|11|0958270||
0uj7jFO|Core State|WITH CORE|12|0958270||
0ogUzyQ|Primary Variety|ANJOU|01|1280189|1280189|
0ogUzyQ|Sub Variety / Color|NOT IDENTIFIED|02|1280189|1280189|
0ogUzyQ|Product SZ Size/Count/Ripeness Designation|135 CT|03|1280189|1280189|
0ogUzyQ|Grade|US #1 FANCY|04|1280189|1280189|
0ogUzyQ|Storage Type|NOT APPLICABLE|05|1280189|1280189|
0ogUzyQ|Packaging|CARTON|06|1280189|1280189|
0ogUzyQ|Growing Area|WESTERN|07|1280189|1280189|
0ogUzyQ|Growing Practices|CONVENTIONAL|08|1280189|1280189|
0ogUzyQ|Product Style|WHOLE FRESH|09|1280189|1280189|
0ogUzyQ|Processing|NOT IDENTIFIED|10|1280189|1280189|
0ogUzyQ|Skin State|SKIN-ON|11|1280189|1280189|
0ogUzyQ|Core State|WITH CORE|12|1280189|1280189|
0tE2bZ8|Primary Variety|NOT IDENTIFIED|01|3109113||
0tE2bZ8|Sub Variety / Color|NOT IDENTIFIED|02|3109113||
0tE2bZ8|Product SZ Size/Count/Ripeness Designation|80 CT|03|3109113||
0tE2bZ8|Grade|US #1 FANCY|04|3109113||
0tE2bZ8|Storage Type|NOT APPLICABLE|05|3109113||
0tE2bZ8|Packaging|CARTON|06|3109113||
0tE2bZ8|Growing Area|WESTERN|07|3109113||
0tE2bZ8|Growing Practices|CONVENTIONAL|08|3109113||
0tE2bZ8|Product Style|WHOLE FRESH|09|3109113||
0tE2bZ8|Processing|NOT IDENTIFIED|10|3109113||
0tE2bZ8|Skin State|SKIN-ON|11|3109113||
0tE2bZ8|Core State|WITH CORE|12|3109113||
0sRcPrC|Primary Variety|RED|01|1285988||
0sRcPrC|Sub Variety / Color|RED|02|1285988||
0sRcPrC|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|1285988||
0sRcPrC|Grade|US #1 FANCY|04|1285988||
0sRcPrC|Storage Type|NOT APPLICABLE|05|1285988||
0sRcPrC|Packaging|CARTON|06|1285988||
0sRcPrC|Growing Area|WESTERN|07|1285988||
0sRcPrC|Growing Practices|CONVENTIONAL|08|1285988||
0sRcPrC|Product Style|WHOLE FRESH|09|1285988||
0sRcPrC|Processing|NOT IDENTIFIED|10|1285988||
0sRcPrC|Skin State|SKIN-ON|11|1285988||
0sRcPrC|Core State|WITH CORE|12|1285988||
0rwJJcU|Primary Variety|BOSC|01|4670204||
0rwJJcU|Sub Variety / Color|NOT IDENTIFIED|02|4670204||
0rwJJcU|Product SZ Size/Count/Ripeness Designation|110 CT|03|4670204||
0rwJJcU|Grade|US #1 FANCY|04|4670204||
0rwJJcU|Storage Type|NOT APPLICABLE|05|4670204||
0rwJJcU|Packaging|CARTON|06|4670204||
0rwJJcU|Growing Area|WESTERN|07|4670204||
0rwJJcU|Growing Practices|CONVENTIONAL|08|4670204||
0rwJJcU|Product Style|WHOLE FRESH|09|4670204||
0rwJJcU|Processing|NOT IDENTIFIED|10|4670204||
0rwJJcU|Skin State|SKIN-ON|11|4670204||
0rwJJcU|Core State|WITH CORE|12|4670204||
0sWfHFe|Primary Variety|BARTLETT|01|4630687||
0sWfHFe|Sub Variety / Color|NOT IDENTIFIED|02|4630687||
0sWfHFe|Product SZ Size/Count/Ripeness Designation|90 CT|03|4630687||
0sWfHFe|Grade|US #1 FANCY|04|4630687||
0sWfHFe|Storage Type|NOT APPLICABLE|05|4630687||
0sWfHFe|Packaging|CARTON|06|4630687||
0sWfHFe|Growing Area|WESTERN|07|4630687||
0sWfHFe|Growing Practices|CONVENTIONAL|08|4630687||
0sWfHFe|Product Style|WHOLE FRESH|09|4630687||
0sWfHFe|Processing|NOT IDENTIFIED|10|4630687||
0sWfHFe|Skin State|SKIN-ON|11|4630687||
0sWfHFe|Core State|WITH CORE|12|4630687||
0p8gRWA|Primary Variety|BARTLETT|01|1241694|1241694|
0p8gRWA|Sub Variety / Color|NOT IDENTIFIED|02|1241694|1241694|
0p8gRWA|Product SZ Size/Count/Ripeness Designation|100 CT|03|1241694|1241694|
0p8gRWA|Grade|US #1 FANCY|04|1241694|1241694|
0p8gRWA|Storage Type|NOT APPLICABLE|05|1241694|1241694|
0p8gRWA|Packaging|CARTON|06|1241694|1241694|
0p8gRWA|Growing Area|WESTERN|07|1241694|1241694|
0p8gRWA|Growing Practices|CONVENTIONAL|08|1241694|1241694|
0p8gRWA|Product Style|WHOLE FRESH|09|1241694|1241694|
0p8gRWA|Processing|NOT IDENTIFIED|10|1241694|1241694|
0p8gRWA|Skin State|SKIN-ON|11|1241694|1241694|
0p8gRWA|Core State|WITH CORE|12|1241694|1241694|
0p5NElq|Primary Variety|BOSC|01|5315270|5315270|
0p5NElq|Sub Variety / Color|NOT IDENTIFIED|02|5315270|5315270|
0p5NElq|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|5315270|5315270|
0p5NElq|Grade|US #1 FANCY|04|5315270|5315270|
0p5NElq|Storage Type|NOT APPLICABLE|05|5315270|5315270|
0p5NElq|Packaging|CARTON|06|5315270|5315270|
0p5NElq|Growing Area|WESTERN|07|5315270|5315270|
0p5NElq|Growing Practices|CONVENTIONAL|08|5315270|5315270|
0p5NElq|Product Style|WHOLE FRESH|09|5315270|5315270|
0p5NElq|Processing|NOT IDENTIFIED|10|5315270|5315270|
0p5NElq|Skin State|SKIN-ON|11|5315270|5315270|
0p5NElq|Core State|WITH CORE|12|5315270|5315270|
0p74pYE|Primary Variety|BOSC|01|7945876|7945876|
0p74pYE|Sub Variety / Color|NOT IDENTIFIED|02|7945876|7945876|
0p74pYE|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|7945876|7945876|
0p74pYE|Grade|US #1 FANCY|04|7945876|7945876|
0p74pYE|Storage Type|NOT APPLICABLE|05|7945876|7945876|
0p74pYE|Packaging|CARTON|06|7945876|7945876|
0p74pYE|Growing Area|WESTERN|07|7945876|7945876|
0p74pYE|Growing Practices|ORGANIC|08|7945876|7945876|
0p74pYE|Product Style|WHOLE FRESH|09|7945876|7945876|
0p74pYE|Processing|NOT IDENTIFIED|10|7945876|7945876|
0p74pYE|Skin State|SKIN-ON|11|7945876|7945876|
0p74pYE|Core State|WITH CORE|12|7945876|7945876|
0s2dmfm|Primary Variety|BOSC|01|4670295||
0s2dmfm|Sub Variety / Color|NOT IDENTIFIED|02|4670295||
0s2dmfm|Product SZ Size/Count/Ripeness Designation|100 CT|03|4670295||
0s2dmfm|Grade|US #1 FANCY|04|4670295||
0s2dmfm|Storage Type|NOT APPLICABLE|05|4670295||
0s2dmfm|Packaging|CARTON|06|4670295||
0s2dmfm|Growing Area|WESTERN|07|4670295||
0s2dmfm|Growing Practices|CONVENTIONAL|08|4670295||
0s2dmfm|Product Style|WHOLE FRESH|09|4670295||
0s2dmfm|Processing|NOT IDENTIFIED|10|4670295||
0s2dmfm|Skin State|SKIN-ON|11|4670295||
0s2dmfm|Core State|WITH CORE|12|4670295||
0txHDdO|Primary Variety|ANJOU|01|1449156||
0txHDdO|Sub Variety / Color|NOT IDENTIFIED|02|1449156||
0txHDdO|Product SZ Size/Count/Ripeness Designation|110 CT|03|1449156||
0txHDdO|Grade|US #1 FANCY|04|1449156||
0txHDdO|Storage Type|NOT APPLICABLE|05|1449156||
0txHDdO|Packaging|CARTON|06|1449156||
0txHDdO|Growing Area|WESTERN|07|1449156||
0txHDdO|Growing Practices|CONVENTIONAL|08|1449156||
0txHDdO|Product Style|WHOLE FRESH|09|1449156||
0txHDdO|Processing|NOT IDENTIFIED|10|1449156||
0txHDdO|Skin State|SKIN-ON|11|1449156||
0txHDdO|Core State|WITH CORE|12|1449156||
0stAKcY|Primary Variety|BOSC|01|1138086||
0stAKcY|Sub Variety / Color|NOT IDENTIFIED|02|1138086||
0stAKcY|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|1138086||
0stAKcY|Grade|US #1 FANCY|04|1138086||
0stAKcY|Storage Type|NOT APPLICABLE|05|1138086||
0stAKcY|Packaging|CARTON|06|1138086||
0stAKcY|Growing Area|EASTERN|07|1138086||
0stAKcY|Growing Practices|CONVENTIONAL|08|1138086||
0stAKcY|Product Style|WHOLE FRESH|09|1138086||
0stAKcY|Processing|NOT IDENTIFIED|10|1138086||
0stAKcY|Skin State|SKIN-ON|11|1138086||
0stAKcY|Core State|WITH CORE|12|1138086||
0owFK7S|Primary Variety|BOSC|01|4670220|4670220|
0owFK7S|Sub Variety / Color|NOT IDENTIFIED|02|4670220|4670220|
0owFK7S|Product SZ Size/Count/Ripeness Designation|90 CT|03|4670220|4670220|
0owFK7S|Grade|US #1 FANCY|04|4670220|4670220|
0owFK7S|Storage Type|NOT APPLICABLE|05|4670220|4670220|
0owFK7S|Packaging|CARTON|06|4670220|4670220|
0owFK7S|Growing Area|WESTERN|07|4670220|4670220|
0owFK7S|Growing Practices|CONVENTIONAL|08|4670220|4670220|
0owFK7S|Product Style|WHOLE FRESH|09|4670220|4670220|
0owFK7S|Processing|NOT IDENTIFIED|10|4670220|4670220|
0owFK7S|Skin State|SKIN-ON|11|4670220|4670220|
0owFK7S|Core State|WITH CORE|12|4670220|4670220|
0vJJaKc|Primary Variety|BARTLETT|01|5307823||
0vJJaKc|Sub Variety / Color|NOT IDENTIFIED|02|5307823||
0vJJaKc|Product SZ Size/Count/Ripeness Designation|110 CT|03|5307823||
0vJJaKc|Grade|US #1 FANCY|04|5307823||
0vJJaKc|Storage Type|NOT APPLICABLE|05|5307823||
0vJJaKc|Packaging|CARTON|06|5307823||
0vJJaKc|Growing Area|WESTERN|07|5307823||
0vJJaKc|Growing Practices|CONVENTIONAL|08|5307823||
0vJJaKc|Product Style|WHOLE FRESH|09|5307823||
0vJJaKc|Processing|NOT IDENTIFIED|10|5307823||
0vJJaKc|Skin State|SKIN-ON|11|5307823||
0vJJaKc|Core State|WITH CORE|12|5307823||
0pASZba|Primary Variety|FORELLE|01|9960428|9960428|
0pASZba|Sub Variety / Color|NOT IDENTIFIED|02|9960428|9960428|
0pASZba|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|9960428|9960428|
0pASZba|Grade|US #1 FANCY|04|9960428|9960428|
0pASZba|Storage Type|NOT APPLICABLE|05|9960428|9960428|
0pASZba|Packaging|CARTON|06|9960428|9960428|
0pASZba|Growing Area|WESTERN|07|9960428|9960428|
0pASZba|Growing Practices|CONVENTIONAL|08|9960428|9960428|
0pASZba|Product Style|WHOLE FRESH|09|9960428|9960428|
0pASZba|Processing|NOT IDENTIFIED|10|9960428|9960428|
0pASZba|Skin State|SKIN-ON|11|9960428|9960428|
0pASZba|Core State|WITH CORE|12|9960428|9960428|
0q0KM3K|Primary Variety|BOSC|01|3546413||
0q0KM3K|Sub Variety / Color|NOT IDENTIFIED|02|3546413||
0q0KM3K|Product SZ Size/Count/Ripeness Designation|135 CT|03|3546413||
0q0KM3K|Grade|US #1 FANCY|04|3546413||
0q0KM3K|Storage Type|NOT APPLICABLE|05|3546413||
0q0KM3K|Packaging|CARTON|06|3546413||
0q0KM3K|Growing Area|WESTERN|07|3546413||
0q0KM3K|Growing Practices|CONVENTIONAL|08|3546413||
0q0KM3K|Product Style|WHOLE FRESH|09|3546413||
0q0KM3K|Processing|NOT IDENTIFIED|10|3546413||
0q0KM3K|Skin State|SKIN-ON|11|3546413||
0q0KM3K|Core State|WITH CORE|12|3546413||
0mSjDlO|Primary Variety|RED|01|3767704|3767704|
0mSjDlO|Sub Variety / Color|RED|02|3767704|3767704|
0mSjDlO|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|3767704|3767704|
0mSjDlO|Grade|US #1 FANCY|04|3767704|3767704|
0mSjDlO|Storage Type|NOT APPLICABLE|05|3767704|3767704|
0mSjDlO|Packaging|CARTON|06|3767704|3767704|
0mSjDlO|Growing Area|WESTERN|07|3767704|3767704|
0mSjDlO|Growing Practices|CONVENTIONAL|08|3767704|3767704|
0mSjDlO|Product Style|WHOLE FRESH|09|3767704|3767704|
0mSjDlO|Processing|NOT IDENTIFIED|10|3767704|3767704|
0mSjDlO|Skin State|SKIN-ON|11|3767704|3767704|
0mSjDlO|Core State|WITH CORE|12|3767704|3767704|
0t0uj3u|Primary Variety|ANJOU|01|8253013||
0t0uj3u|Sub Variety / Color|NOT IDENTIFIED|02|8253013||
0t0uj3u|Product SZ Size/Count/Ripeness Designation|10 CT|03|8253013||
0t0uj3u|Grade|US #1 FANCY|04|8253013||
0t0uj3u|Storage Type|NOT APPLICABLE|05|8253013||
0t0uj3u|Packaging|CARTON|06|8253013||
0t0uj3u|Growing Area|WESTERN|07|8253013||
0t0uj3u|Growing Practices|CONVENTIONAL|08|8253013||
0t0uj3u|Product Style|WHOLE FRESH|09|8253013||
0t0uj3u|Processing|NOT IDENTIFIED|10|8253013||
0t0uj3u|Skin State|SKIN-ON|11|8253013||
0t0uj3u|Core State|WITH CORE|12|8253013||
0oEs8KU|Primary Variety|RED|01|2035343|2035343|
0oEs8KU|Sub Variety / Color|RED|02|2035343|2035343|
0oEs8KU|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|2035343|2035343|
0oEs8KU|Grade|US #1 FANCY|04|2035343|2035343|
0oEs8KU|Storage Type|NOT APPLICABLE|05|2035343|2035343|
0oEs8KU|Packaging|CARTON|06|2035343|2035343|
0oEs8KU|Growing Area|WESTERN|07|2035343|2035343|
0oEs8KU|Growing Practices|CONVENTIONAL|08|2035343|2035343|
0oEs8KU|Product Style|WHOLE FRESH|09|2035343|2035343|
0oEs8KU|Processing|NOT IDENTIFIED|10|2035343|2035343|
0oEs8KU|Skin State|SKIN-ON|11|2035343|2035343|
0oEs8KU|Core State|WITH CORE|12|2035343|2035343|
0odFduY|Primary Variety|ANJOU|01|7946676|7946676|
0odFduY|Sub Variety / Color|NOT IDENTIFIED|02|7946676|7946676|
0odFduY|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|7946676|7946676|
0odFduY|Grade|US #1 FANCY|04|7946676|7946676|
0odFduY|Storage Type|NOT APPLICABLE|05|7946676|7946676|
0odFduY|Packaging|CARTON|06|7946676|7946676|
0odFduY|Growing Area|WESTERN|07|7946676|7946676|
0odFduY|Growing Practices|ORGANIC|08|7946676|7946676|
0odFduY|Product Style|WHOLE FRESH|09|7946676|7946676|
0odFduY|Processing|NOT IDENTIFIED|10|7946676|7946676|
0odFduY|Skin State|SKIN-ON|11|7946676|7946676|
0odFduY|Core State|WITH CORE|12|7946676|7946676|
0tSFr3G|Primary Variety|NOT IDENTIFIED|01|5883020||
0tSFr3G|Sub Variety / Color|NOT IDENTIFIED|02|5883020||
0tSFr3G|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|5883020||
0tSFr3G|Grade|US #1 FANCY|04|5883020||
0tSFr3G|Storage Type|NOT APPLICABLE|05|5883020||
0tSFr3G|Packaging|CARTON|06|5883020||
0tSFr3G|Growing Area|WESTERN|07|5883020||
0tSFr3G|Growing Practices|ORGANIC|08|5883020||
0tSFr3G|Product Style|WHOLE FRESH|09|5883020||
0tSFr3G|Processing|NOT IDENTIFIED|10|5883020||
0tSFr3G|Skin State|SKIN-ON|11|5883020||
0tSFr3G|Core State|WITH CORE|12|5883020||
0xBVVLS|Primary Variety|ANJOU|01|4630745||
0xBVVLS|Sub Variety / Color|NOT IDENTIFIED|02|4630745||
0xBVVLS|Product SZ Size/Count/Ripeness Designation|150 CT|03|4630745||
0xBVVLS|Grade|US #1 FANCY|04|4630745||
0xBVVLS|Storage Type|NOT APPLICABLE|05|4630745||
0xBVVLS|Packaging|CARTON|06|4630745||
0xBVVLS|Growing Area|WESTERN|07|4630745||
0xBVVLS|Growing Practices|CONVENTIONAL|08|4630745||
0xBVVLS|Product Style|WHOLE FRESH|09|4630745||
0xBVVLS|Processing|NOT IDENTIFIED|10|4630745||
0xBVVLS|Skin State|SKIN-ON|11|4630745||
0xBVVLS|Core State|WITH CORE|12|4630745||
0v4TYww|Primary Variety|BARTLETT|01|4630679||
0v4TYww|Sub Variety / Color|NOT IDENTIFIED|02|4630679||
0v4TYww|Product SZ Size/Count/Ripeness Designation|100 CT|03|4630679||
0v4TYww|Grade|US #1 FANCY|04|4630679||
0v4TYww|Storage Type|NOT APPLICABLE|05|4630679||
0v4TYww|Packaging|CARTON|06|4630679||
0v4TYww|Growing Area|WESTERN|07|4630679||
0v4TYww|Growing Practices|CONVENTIONAL|08|4630679||
0v4TYww|Product Style|WHOLE FRESH|09|4630679||
0v4TYww|Processing|NOT IDENTIFIED|10|4630679||
0v4TYww|Skin State|SKIN-ON|11|4630679||
0v4TYww|Core State|WITH CORE|12|4630679||
0uuNhdW|Primary Variety|NOT IDENTIFIED|01|8936765||
0uuNhdW|Sub Variety / Color|NOT IDENTIFIED|02|8936765||
0uuNhdW|Product SZ Size/Count/Ripeness Designation|90 CT|03|8936765||
0uuNhdW|Grade|US #1 FANCY|04|8936765||
0uuNhdW|Storage Type|NOT APPLICABLE|05|8936765||
0uuNhdW|Packaging|CARTON|06|8936765||
0uuNhdW|Growing Area|WESTERN|07|8936765||
0uuNhdW|Growing Practices|CONVENTIONAL|08|8936765||
0uuNhdW|Product Style|WHOLE FRESH|09|8936765||
0uuNhdW|Processing|NOT IDENTIFIED|10|8936765||
0uuNhdW|Skin State|SKIN-ON|11|8936765||
0uuNhdW|Core State|WITH CORE|12|8936765||
0urEwkQ|Primary Variety|ANJOU|01|4630802||
0urEwkQ|Sub Variety / Color|NOT IDENTIFIED|02|4630802||
0urEwkQ|Product SZ Size/Count/Ripeness Designation|90 CT|03|4630802||
0urEwkQ|Grade|US #1 FANCY|04|4630802||
0urEwkQ|Storage Type|NOT APPLICABLE|05|4630802||
0urEwkQ|Packaging|CARTON|06|4630802||
0urEwkQ|Growing Area|WESTERN|07|4630802||
0urEwkQ|Growing Practices|CONVENTIONAL|08|4630802||
0urEwkQ|Product Style|WHOLE FRESH|09|4630802||
0urEwkQ|Processing|NOT IDENTIFIED|10|4630802||
0urEwkQ|Skin State|SKIN-ON|11|4630802||
0urEwkQ|Core State|WITH CORE|12|4630802||
0vB0GgA|Primary Variety|BOSC|01|1540467||
0vB0GgA|Sub Variety / Color|NOT IDENTIFIED|02|1540467||
0vB0GgA|Product SZ Size/Count/Ripeness Designation|100 CT|03|1540467||
0vB0GgA|Grade|US #1 FANCY|04|1540467||
0vB0GgA|Storage Type|NOT APPLICABLE|05|1540467||
0vB0GgA|Packaging|CARTON|06|1540467||
0vB0GgA|Growing Area|WESTERN|07|1540467||
0vB0GgA|Growing Practices|CONVENTIONAL|08|1540467||
0vB0GgA|Product Style|WHOLE FRESH|09|1540467||
0vB0GgA|Processing|NOT IDENTIFIED|10|1540467||
0vB0GgA|Skin State|SKIN-ON|11|1540467||
0vB0GgA|Core State|WITH CORE|12|1540467||
0otnX7e|Primary Variety|BARTLETT|01|1504893|1504893|
0otnX7e|Sub Variety / Color|NOT IDENTIFIED|02|1504893|1504893|
0otnX7e|Product SZ Size/Count/Ripeness Designation|110 CT|03|1504893|1504893|
0otnX7e|Grade|US #1 FANCY|04|1504893|1504893|
0otnX7e|Storage Type|NOT APPLICABLE|05|1504893|1504893|
0otnX7e|Packaging|CARTON|06|1504893|1504893|
0otnX7e|Growing Area|WESTERN|07|1504893|1504893|
0otnX7e|Growing Practices|CONVENTIONAL|08|1504893|1504893|
0otnX7e|Product Style|WHOLE FRESH|09|1504893|1504893|
0otnX7e|Processing|NOT IDENTIFIED|10|1504893|1504893|
0otnX7e|Skin State|SKIN-ON|11|1504893|1504893|
0otnX7e|Core State|WITH CORE|12|1504893|1504893|
0p8AGnO|Primary Variety|ANJOU|01|1007723|1007723|
0p8AGnO|Sub Variety / Color|NOT IDENTIFIED|02|1007723|1007723|
0p8AGnO|Product SZ Size/Count/Ripeness Designation|100 CT|03|1007723|1007723|
0p8AGnO|Grade|US #1 FANCY|04|1007723|1007723|
0p8AGnO|Storage Type|NOT APPLICABLE|05|1007723|1007723|
0p8AGnO|Packaging|CARTON|06|1007723|1007723|
0p8AGnO|Growing Area|WESTERN|07|1007723|1007723|
0p8AGnO|Growing Practices|CONVENTIONAL|08|1007723|1007723|
0p8AGnO|Product Style|WHOLE FRESH|09|1007723|1007723|
0p8AGnO|Processing|NOT IDENTIFIED|10|1007723|1007723|
0p8AGnO|Skin State|SKIN-ON|11|1007723|1007723|
0p8AGnO|Core State|WITH CORE|12|1007723|1007723|
0oy4cGk|Primary Variety|ANJOU|01|1521970|1521970|
0oy4cGk|Sub Variety / Color|NOT IDENTIFIED|02|1521970|1521970|
0oy4cGk|Product SZ Size/Count/Ripeness Designation|20 CT|03|1521970|1521970|
0oy4cGk|Grade|US #1 FANCY|04|1521970|1521970|
0oy4cGk|Storage Type|NOT APPLICABLE|05|1521970|1521970|
0oy4cGk|Packaging|CARTON|06|1521970|1521970|
0oy4cGk|Growing Area|WESTERN|07|1521970|1521970|
0oy4cGk|Growing Practices|CONVENTIONAL|08|1521970|1521970|
0oy4cGk|Product Style|WHOLE FRESH|09|1521970|1521970|
0oy4cGk|Processing|NOT IDENTIFIED|10|1521970|1521970|
0oy4cGk|Skin State|SKIN-ON|11|1521970|1521970|
0oy4cGk|Core State|WITH CORE|12|1521970|1521970|
0p7JxF0|Primary Variety|ANJOU|01|1447242|1447242|
0p7JxF0|Sub Variety / Color|NOT IDENTIFIED|02|1447242|1447242|
0p7JxF0|Product SZ Size/Count/Ripeness Designation|90 CT|03|1447242|1447242|
0p7JxF0|Grade|US #1 FANCY|04|1447242|1447242|
0p7JxF0|Storage Type|NOT APPLICABLE|05|1447242|1447242|
0p7JxF0|Packaging|CARTON|06|1447242|1447242|
0p7JxF0|Growing Area|WESTERN|07|1447242|1447242|
0p7JxF0|Growing Practices|CONVENTIONAL|08|1447242|1447242|
0p7JxF0|Product Style|WHOLE FRESH|09|1447242|1447242|
0p7JxF0|Processing|NOT IDENTIFIED|10|1447242|1447242|
0p7JxF0|Skin State|SKIN-ON|11|1447242|1447242|
0p7JxF0|Core State|WITH CORE|12|1447242|1447242|
0puZq90|Primary Variety|NOT IDENTIFIED|01|9701616||
0puZq90|Sub Variety / Color|NOT IDENTIFIED|02|9701616||
0puZq90|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|9701616||
0puZq90|Grade|US #1 FANCY|04|9701616||
0puZq90|Storage Type|NOT APPLICABLE|05|9701616||
0puZq90|Packaging|CARTON|06|9701616||
0puZq90|Growing Area|WESTERN|07|9701616||
0puZq90|Growing Practices|CONVENTIONAL|08|9701616||
0puZq90|Product Style|WHOLE FRESH|09|9701616||
0puZq90|Processing|NOT IDENTIFIED|10|9701616||
0puZq90|Skin State|SKIN-ON|11|9701616||
0puZq90|Core State|WITH CORE|12|9701616||
0odfYlq|Primary Variety|ANJOU|01|0732552|0732552|
0odfYlq|Sub Variety / Color|NOT IDENTIFIED|02|0732552|0732552|
0odfYlq|Product SZ Size/Count/Ripeness Designation|NOT IDENTIFIED|03|0732552|0732552|
0odfYlq|Grade|US #1 FANCY|04|0732552|0732552|
0odfYlq|Storage Type|NOT APPLICABLE|05|0732552|0732552|
0odfYlq|Packaging|CARTON|06|0732552|0732552|
0odfYlq|Growing Area|WESTERN|07|0732552|0732552|
0odfYlq|Growing Practices|CONVENTIONAL|08|0732552|0732552|
0odfYlq|Product Style|WHOLE FRESH|09|0732552|0732552|
0odfYlq|Processing|NOT IDENTIFIED|10|0732552|0732552|
0odfYlq|Skin State|SKIN-ON|11|0732552|0732552|
0odfYlq|Core State|WITH CORE|12|0732552|0732552|
0voeCL0|Primary Variety|BARTLETT|01|2319770||
0voeCL0|Sub Variety / Color|NOT IDENTIFIED|02|2319770||
0voeCL0|Product SZ Size/Count/Ripeness Designation|90 CT|03|2319770||
0voeCL0|Grade|US #1 FANCY|04|2319770||
0voeCL0|Storage Type|NOT APPLICABLE|05|2319770||
0voeCL0|Packaging|CARTON|06|2319770||
0voeCL0|Growing Area|WESTERN|07|2319770||
0voeCL0|Growing Practices|CONVENTIONAL|08|2319770||
0voeCL0|Product Style|WHOLE FRESH|09|2319770||
0voeCL0|Processing|NOT IDENTIFIED|10|2319770||
0voeCL0|Skin State|SKIN-ON|11|2319770||
0voeCL0|Core State|WITH CORE|12|2319770||
0xHmOlK|Primary Variety|BOSC|01|1521996||
0xHmOlK|Sub Variety / Color|NOT IDENTIFIED|02|1521996||
